_id,Timeseries,Prov,OCCUPATION,Labour force,Employed,Unemployed,Unemployment rate
1903,2011,Manitoba,NOC skill level D: on-the-job training is usually provided for these occupations,74.1,68.1,6,8.1
1904,2011,Manitoba, Unclassified,12.8,-,12.8,100
1905,2011,Saskatchewan,"Total, all occupations - All skills level",563.4,535.8,27.6,4.9
1906,2011,Saskatchewan, Management,72.8,72.5,0,0
1907,2011,Saskatchewan,Professional: occupations usually require university education,79.2,77.6,1.5,1.9
1908,2011,Saskatchewan,NOC skill level B: occupations usually require college education or apprenticeship training,187.1,182.4,4.8,2.6
1909,2011,Saskatchewan,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,153.3,146.9,6.5,4.2
1910,2011,Saskatchewan,NOC skill level D: on-the-job training is usually provided for these occupations,60.8,56.4,4.4,7.2
1911,2011,Saskatchewan, Unclassified,10.2,-,10.2,100
1912,2011,Alberta,"Total, all occupations - All skills level",2220.2,2099.5,120.7,5.4
1913,2011,Alberta, Management,202.4,199.9,2.4,1.2
1914,2011,Alberta,Professional: occupations usually require university education,351.5,345.1,6.4,1.8
1915,2011,Alberta,NOC skill level B: occupations usually require college education or apprenticeship training,764.3,740.3,24,3.1
1916,2011,Alberta,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,614.5,587.5,27,4.4
1917,2011,Alberta,NOC skill level D: on-the-job training is usually provided for these occupations,247.4,226.8,20.6,8.3
1918,2011,Alberta, Unclassified,40.3,-,40.3,100
1919,2011,British Columbia,"Total, all occupations - All skills level",2409,2227.8,181.2,7.5
1920,2011,British Columbia, Management,238.7,233.7,4.9,2.1
1921,2011,British Columbia,Professional: occupations usually require university education,397.7,390,7.7,1.9
1922,2011,British Columbia,NOC skill level B: occupations usually require college education or apprenticeship training,772.1,738.7,33.4,4.3
1923,2011,British Columbia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,661.4,620.7,40.7,6.2
1924,2011,British Columbia,NOC skill level D: on-the-job training is usually provided for these occupations,269.5,244.7,24.8,9.2
1925,2011,British Columbia, Unclassified,69.6,-,69.6,100
1926,2012,Canada,"Total, all occupations - All skills level",18809.5,17438,1371.6,7.3
1927,2012,Canada, Management,1737,1706.6,30.4,1.8
1928,2012,Canada,Professional: occupations usually require university education,3349.5,3272,77.6,2.3
1929,2012,Canada,NOC skill level B: occupations usually require college education or apprenticeship training,5850.7,5612.5,238.2,4.1
1930,2012,Canada,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,5204.9,4912.6,292.4,5.6
1931,2012,Canada,NOC skill level D: on-the-job training is usually provided for these occupations,2132.2,1934.3,197.9,9.3
1932,2012,Canada, Unclassified,535.2,-,535.2,100
1933,2012,Newfoundland and Labrador,"Total, all occupations - All skills level",274.5,240.8,33.7,12.3
1934,2012,Newfoundland and Labrador, Management,20.6,20.3,0,0
1935,2012,Newfoundland and Labrador,Professional: occupations usually require university education,44.4,43.2,1.2,2.7
1936,2012,Newfoundland and Labrador,NOC skill level B: occupations usually require college education or apprenticeship training,93,84.5,8.5,9.1
1937,2012,Newfoundland and Labrador,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,71.7,63.1,8.6,12
1938,2012,Newfoundland and Labrador,NOC skill level D: on-the-job training is usually provided for these occupations,36.7,29.6,7.1,19.3
1939,2012,Newfoundland and Labrador, Unclassified,8,-,8,100
1940,2012,Prince Edward Island,"Total, all occupations - All skills level",82.2,73,9.2,11.2
1941,2012,Prince Edward Island, Management,7.8,7.5,0.2,2.6
1942,2012,Prince Edward Island,Professional: occupations usually require university education,12.3,11.9,0.4,3.3
1943,2012,Prince Edward Island,NOC skill level B: occupations usually require college education or apprenticeship training,25.4,23.2,2.2,8.7
1944,2012,Prince Edward Island,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,23.8,20.7,3,12.6
1945,2012,Prince Edward Island,NOC skill level D: on-the-job training is usually provided for these occupations,11.7,9.7,2,17.1
1946,2012,Prince Edward Island, Unclassified,1.3,-,1.3,100
1947,2012,Nova Scotia,"Total, all occupations - All skills level",503.5,457.6,46,9.1
1948,2012,Nova Scotia, Management,43.6,42.3,1.4,3.2
1949,2012,Nova Scotia,Professional: occupations usually require university education,81.9,79.7,2.2,2.7
1950,2012,Nova Scotia,NOC skill level B: occupations usually require college education or apprenticeship training,156.5,145.8,10.7,6.8
1951,2012,Nova Scotia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,145,133.9,11.1,7.7
1952,2012,Nova Scotia,NOC skill level D: on-the-job training is usually provided for these occupations,64.5,55.9,8.6,13.3
1953,2012,Nova Scotia, Unclassified,12,-,12,100
1954,2012,New Brunswick,"Total, all occupations - All skills level",393.3,353.1,40.1,10.2
1955,2012,New Brunswick, Management,28.3,27.7,0.6,2.1
1956,2012,New Brunswick,Professional: occupations usually require university education,56.5,54.9,1.5,2.7
1957,2012,New Brunswick,NOC skill level B: occupations usually require college education or apprenticeship training,127.9,118.3,9.5,7.4
1958,2012,New Brunswick,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,122.3,110.4,11.9,9.7
1959,2012,New Brunswick,NOC skill level D: on-the-job training is usually provided for these occupations,48.5,41.7,6.7,13.8
1960,2012,New Brunswick, Unclassified,9.8,-,9.8,100
1961,2012,Quebec,"Total, all occupations - All skills level",4341.8,4005.9,335.9,7.7
1962,2012,Quebec, Management,369.1,360.8,8.3,2.2
1963,2012,Quebec,Professional: occupations usually require university education,792.1,773.2,18.9,2.4
1964,2012,Quebec,NOC skill level B: occupations usually require college education or apprenticeship training,1389.7,1324.5,65.2,4.7
1965,2012,Quebec,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1183.9,1112,71.9,6.1
1966,2012,Quebec,NOC skill level D: on-the-job training is usually provided for these occupations,486,435.4,50.6,10.4
1967,2012,Quebec, Unclassified,121.1,-,121.1,100
1968,2012,Ontario,"Total, all occupations - All skills level",7276.4,6702.6,573.8,7.9
1969,2012,Ontario, Management,696.2,683.9,12.3,1.8
1970,2012,Ontario,Professional: occupations usually require university education,1404.9,1369.2,35.8,2.5
1971,2012,Ontario,NOC skill level B: occupations usually require college education or apprenticeship training,2078.1,1997.4,80.7,3.9
1972,2012,Ontario,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,2011.5,1897.6,114,5.7
1973,2012,Ontario,NOC skill level D: on-the-job training is usually provided for these occupations,829.4,754.5,74.9,9
1974,2012,Ontario, Unclassified,256.2,-,256.2,100
1975,2012,Manitoba,"Total, all occupations - All skills level",656.6,621.6,34.9,5.3
1976,2012,Manitoba, Management,63,62.2,0.8,1.3
1977,2012,Manitoba,Professional: occupations usually require university education,95,93.7,1.4,1.5
1978,2012,Manitoba,NOC skill level B: occupations usually require college education or apprenticeship training,201.1,195.1,6,3
1979,2012,Manitoba,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,207.6,198.9,8.6,4.1
1980,2012,Manitoba,NOC skill level D: on-the-job training is usually provided for these occupations,77.2,71.7,5.4,7
1981,2012,Manitoba, Unclassified,12.8,-,12.8,100
1982,2012,Saskatchewan,"Total, all occupations - All skills level",575.7,548.4,27.3,4.7
1983,2012,Saskatchewan, Management,75.1,74.7,0,0
1984,2012,Saskatchewan,Professional: occupations usually require university education,80.4,79.2,1.2,1.5
1985,2012,Saskatchewan,NOC skill level B: occupations usually require college education or apprenticeship training,186.4,181.5,4.9,2.6
1986,2012,Saskatchewan,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,159,152.1,6.9,4.3
1987,2012,Saskatchewan,NOC skill level D: on-the-job training is usually provided for these occupations,65.8,60.9,4.9,7.4
1988,2012,Saskatchewan, Unclassified,8.9,-,8.9,100
1989,2012,Alberta,"Total, all occupations - All skills level",2276.9,2172.5,104.4,4.6
1990,2012,Alberta, Management,207.1,205.2,1.9,0.9
1991,2012,Alberta,Professional: occupations usually require university education,368.2,362.6,5.6,1.5
1992,2012,Alberta,NOC skill level B: occupations usually require college education or apprenticeship training,807.4,785.7,21.7,2.7
1993,2012,Alberta,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,617.5,594.2,23.2,3.8
1994,2012,Alberta,NOC skill level D: on-the-job training is usually provided for these occupations,241.1,224.7,16.4,6.8
1995,2012,Alberta, Unclassified,35.6,-,35.6,100
1996,2012,British Columbia,"Total, all occupations - All skills level",2428.5,2262.5,166.1,6.8
1997,2012,British Columbia, Management,226.3,222,4.3,1.9
1998,2012,British Columbia,Professional: occupations usually require university education,413.7,404.4,9.3,2.2
1999,2012,British Columbia,NOC skill level B: occupations usually require college education or apprenticeship training,785.2,756.4,28.8,3.7
2000,2012,British Columbia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,662.5,629.5,33,5
2001,2012,British Columbia,NOC skill level D: on-the-job training is usually provided for these occupations,271.3,250.2,21.1,7.8
2002,2012,British Columbia, Unclassified,69.6,-,69.6,100
2003,2013,Canada,"Total, all occupations - All skills level",19037.8,17691.1,1346.7,7.1
2004,2013,Canada, Management,1688,1655.2,32.8,1.9
2005,2013,Canada,Professional: occupations usually require university education,3403,3330.4,72.6,2.1
2006,2013,Canada,NOC skill level B: occupations usually require college education or apprenticeship training,6106.7,5856.6,250,4.1
2007,2013,Canada,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,5213.5,4933.6,279.9,5.4
2008,2013,Canada,NOC skill level D: on-the-job training is usually provided for these occupations,2110.5,1915.3,195.1,9.2
2009,2013,Canada, Unclassified,516.1,-,516.1,100
2010,2013,Newfoundland and Labrador,"Total, all occupations - All skills level",274.5,242.7,31.8,11.6
2011,2013,Newfoundland and Labrador, Management,18.9,18.5,0,0
2012,2013,Newfoundland and Labrador,Professional: occupations usually require university education,43.5,42.2,1.2,2.8
2013,2013,Newfoundland and Labrador,NOC skill level B: occupations usually require college education or apprenticeship training,96.5,88.1,8.4,8.7
2014,2013,Newfoundland and Labrador,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,72.3,64.7,7.6,10.5
2015,2013,Newfoundland and Labrador,NOC skill level D: on-the-job training is usually provided for these occupations,36.1,29.1,6.9,19.1
2016,2013,Newfoundland and Labrador, Unclassified,7.2,-,7.2,100
2017,2013,Prince Edward Island,"Total, all occupations - All skills level",83.8,74.1,9.7,11.6
2018,2013,Prince Edward Island, Management,7.1,7,0,0
2019,2013,Prince Edward Island,Professional: occupations usually require university education,12.7,12.4,0.3,2.4
2020,2013,Prince Edward Island,NOC skill level B: occupations usually require college education or apprenticeship training,26.5,24.3,2.2,8.3
2021,2013,Prince Edward Island,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,23.3,20.3,3.1,13.3
2022,2013,Prince Edward Island,NOC skill level D: on-the-job training is usually provided for these occupations,12.6,10.3,2.3,18.3
2023,2013,Prince Edward Island, Unclassified,1.6,-,1.6,100
2024,2013,Nova Scotia,"Total, all occupations - All skills level",497.7,452.6,45.1,9.1
2025,2013,Nova Scotia, Management,41.6,40.5,1.1,2.6
2026,2013,Nova Scotia,Professional: occupations usually require university education,80,78.1,1.9,2.4
2027,2013,Nova Scotia,NOC skill level B: occupations usually require college education or apprenticeship training,162.9,151.8,11.1,6.8
2028,2013,Nova Scotia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,142.3,132,10.4,7.3
2029,2013,Nova Scotia,NOC skill level D: on-the-job training is usually provided for these occupations,57.5,50.2,7.2,12.5
2030,2013,Nova Scotia, Unclassified,13.4,-,13.4,100
2031,2013,New Brunswick,"Total, all occupations - All skills level",395.2,354.5,40.6,10.3
2032,2013,New Brunswick, Management,26.9,26.5,0,0
2033,2013,New Brunswick,Professional: occupations usually require university education,59.3,57.7,1.6,2.7
2034,2013,New Brunswick,NOC skill level B: occupations usually require college education or apprenticeship training,129.7,119.1,10.5,8.1
2035,2013,New Brunswick,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,117.5,106.8,10.7,9.1
2036,2013,New Brunswick,NOC skill level D: on-the-job training is usually provided for these occupations,51.8,44.4,7.4,14.3
2037,2013,New Brunswick, Unclassified,10,-,10,100
2038,2013,Quebec,"Total, all occupations - All skills level",4393.5,4060.8,332.8,7.6
2039,2013,Quebec, Management,352.9,345.6,7.3,2.1
2040,2013,Quebec,Professional: occupations usually require university education,804.4,785.6,18.8,2.3
2041,2013,Quebec,NOC skill level B: occupations usually require college education or apprenticeship training,1438.5,1374.8,63.7,4.4
2042,2013,Quebec,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1177.7,1105.9,71.8,6.1
2043,2013,Quebec,NOC skill level D: on-the-job training is usually provided for these occupations,496,448.9,47,9.5
2044,2013,Quebec, Unclassified,124.1,-,124.1,100
2045,2013,Ontario,"Total, all occupations - All skills level",7383.8,6823.4,560.3,7.6
2046,2013,Ontario, Management,675.2,660.2,15.1,2.2
2047,2013,Ontario,Professional: occupations usually require university education,1415.1,1383.4,31.7,2.2
2048,2013,Ontario,NOC skill level B: occupations usually require college education or apprenticeship training,2198.4,2107.4,91,4.1
2049,2013,Ontario,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,2048.8,1941.9,106.9,5.2
2050,2013,Ontario,NOC skill level D: on-the-job training is usually provided for these occupations,804.3,730.6,73.6,9.2
2051,2013,Ontario, Unclassified,241.9,-,241.9,100
2052,2013,Manitoba,"Total, all occupations - All skills level",661.5,625.8,35.7,5.4
2053,2013,Manitoba, Management,59.9,59.3,0.6,1
2054,2013,Manitoba,Professional: occupations usually require university education,96.9,95.2,1.7,1.8
2055,2013,Manitoba,NOC skill level B: occupations usually require college education or apprenticeship training,211.8,205.3,6.6,3.1
2056,2013,Manitoba,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,202.7,194.8,7.9,3.9
2057,2013,Manitoba,NOC skill level D: on-the-job training is usually provided for these occupations,76.5,71.2,5.2,6.8
2058,2013,Manitoba, Unclassified,13.7,-,13.7,100
2059,2013,Saskatchewan,"Total, all occupations - All skills level",589.5,565.3,24.1,4.1
2060,2013,Saskatchewan, Management,74.1,73.8,0,0
2061,2013,Saskatchewan,Professional: occupations usually require university education,85.3,83.7,1.5,1.8
2062,2013,Saskatchewan,NOC skill level B: occupations usually require college education or apprenticeship training,198.6,194.3,4.3,2.2
2063,2013,Saskatchewan,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,158.4,152.3,6,3.8
2064,2013,Saskatchewan,NOC skill level D: on-the-job training is usually provided for these occupations,65.2,61.2,4,6.1
2065,2013,Saskatchewan, Unclassified,7.8,-,7.8,100
2066,2013,Alberta,"Total, all occupations - All skills level",2333.1,2226.2,106.9,4.6
2067,2013,Alberta, Management,214.2,210.8,3.4,1.6
2068,2013,Alberta,Professional: occupations usually require university education,381.5,376.1,5.4,1.4
2069,2013,Alberta,NOC skill level B: occupations usually require college education or apprenticeship training,839.5,818.1,21.3,2.5
2070,2013,Alberta,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,620,595.7,24.3,3.9
2071,2013,Alberta,NOC skill level D: on-the-job training is usually provided for these occupations,244.4,225.4,19,7.8
2072,2013,Alberta, Unclassified,33.5,-,33.5,100
2073,2013,British Columbia,"Total, all occupations - All skills level",2425.3,2265.6,159.7,6.6
2074,2013,British Columbia, Management,217.2,213.1,4.1,1.9
2075,2013,British Columbia,Professional: occupations usually require university education,424.2,416,8.2,1.9
2076,2013,British Columbia,NOC skill level B: occupations usually require college education or apprenticeship training,804.4,773.5,30.9,3.8
2077,2013,British Columbia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,650.5,619.2,31.3,4.8
2078,2013,British Columbia,NOC skill level D: on-the-job training is usually provided for these occupations,266.2,243.8,22.3,8.4
2079,2013,British Columbia, Unclassified,62.9,-,62.9,100
2080,2014,Canada,"Total, all occupations - All skills level",19124.5,17802.2,1322.3,6.9
2081,2014,Canada, Management,1640.8,1610.1,30.7,1.9
2082,2014,Canada,Professional: occupations usually require university education,3449.5,3370.8,78.7,2.3
2083,2014,Canada,NOC skill level B: occupations usually require college education or apprenticeship training,6162.9,5920.7,242.2,3.9
2084,2014,Canada,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,5220.1,4940.8,279.3,5.4
2085,2014,Canada,NOC skill level D: on-the-job training is usually provided for these occupations,2143.2,1959.8,183.4,8.6
2086,2014,Canada, Unclassified,507.9,-,507.9,100
2087,2014,Newfoundland and Labrador,"Total, all occupations - All skills level",270.9,238.6,32.3,11.9
2088,2014,Newfoundland and Labrador, Management,17.4,17.1,0,0
2089,2014,Newfoundland and Labrador,Professional: occupations usually require university education,46.5,45,1.5,3.2
2090,2014,Newfoundland and Labrador,NOC skill level B: occupations usually require college education or apprenticeship training,95.1,85.8,9.3,9.8
2091,2014,Newfoundland and Labrador,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,71.2,62.6,8.5,11.9
2092,2014,Newfoundland and Labrador,NOC skill level D: on-the-job training is usually provided for these occupations,34.3,28.1,6.1,17.8
2093,2014,Newfoundland and Labrador, Unclassified,6.6,-,6.6,100
2094,2014,Prince Edward Island,"Total, all occupations - All skills level",82.8,74,8.8,10.6
2095,2014,Prince Edward Island, Management,7.1,6.9,0.2,2.8
2096,2014,Prince Edward Island,Professional: occupations usually require university education,12.7,12.3,0.3,2.4
2097,2014,Prince Edward Island,NOC skill level B: occupations usually require college education or apprenticeship training,26.6,24.7,1.9,7.1
2098,2014,Prince Edward Island,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,23.6,20.8,2.8,11.9
2099,2014,Prince Edward Island,NOC skill level D: on-the-job training is usually provided for these occupations,11.3,9.3,2,17.7
2100,2014,Prince Edward Island, Unclassified,1.6,-,1.6,100
2101,2014,Nova Scotia,"Total, all occupations - All skills level",491.6,447.6,44,9
2102,2014,Nova Scotia, Management,39.3,38.6,0.8,2
2103,2014,Nova Scotia,Professional: occupations usually require university education,82.9,80.8,2.1,2.5
2104,2014,Nova Scotia,NOC skill level B: occupations usually require college education or apprenticeship training,156.8,146.9,9.9,6.3
2105,2014,Nova Scotia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,140.6,130.3,10.3,7.3
2106,2014,Nova Scotia,NOC skill level D: on-the-job training is usually provided for these occupations,58.4,51,7.4,12.7
2107,2014,Nova Scotia, Unclassified,13.5,-,13.5,100
2108,2014,New Brunswick,"Total, all occupations - All skills level",393,353.9,39.1,9.9
2109,2014,New Brunswick, Management,26.6,26.1,0.5,1.9
2110,2014,New Brunswick,Professional: occupations usually require university education,59.3,58,1.2,2
2111,2014,New Brunswick,NOC skill level B: occupations usually require college education or apprenticeship training,130.9,121.6,9.3,7.1
2112,2014,New Brunswick,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,114.5,103.8,10.7,9.3
2113,2014,New Brunswick,NOC skill level D: on-the-job training is usually provided for these occupations,51.5,44.4,7.1,13.8
2114,2014,New Brunswick, Unclassified,10.3,-,10.3,100
2115,2014,Quebec,"Total, all occupations - All skills level",4400,4059.7,340.3,7.7
2116,2014,Quebec, Management,344.2,335.5,8.7,2.5
2117,2014,Quebec,Professional: occupations usually require university education,794.6,775.2,19.4,2.4
2118,2014,Quebec,NOC skill level B: occupations usually require college education or apprenticeship training,1460.9,1388.6,72.4,5
2119,2014,Quebec,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1191.4,1121.9,69.5,5.8
2120,2014,Quebec,NOC skill level D: on-the-job training is usually provided for these occupations,485.7,438.6,47.1,9.7
2121,2014,Quebec, Unclassified,123.2,-,123.2,100
2122,2014,Ontario,"Total, all occupations - All skills level",7418.6,6877.9,540.7,7.3
2123,2014,Ontario, Management,649.9,635.4,14.6,2.2
2124,2014,Ontario,Professional: occupations usually require university education,1456.8,1420.2,36.7,2.5
2125,2014,Ontario,NOC skill level B: occupations usually require college education or apprenticeship training,2209,2131.1,77.9,3.5
2126,2014,Ontario,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,2015.3,1908.5,106.7,5.3
2127,2014,Ontario,NOC skill level D: on-the-job training is usually provided for these occupations,849.7,782.7,67,7.9
2128,2014,Ontario, Unclassified,237.9,-,237.9,100
2129,2014,Manitoba,"Total, all occupations - All skills level",662.1,626.5,35.7,5.4
2130,2014,Manitoba, Management,59,58.5,0.5,0.8
2131,2014,Manitoba,Professional: occupations usually require university education,101.1,99.6,1.5,1.5
2132,2014,Manitoba,NOC skill level B: occupations usually require college education or apprenticeship training,207,201.1,5.9,2.9
2133,2014,Manitoba,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,206.5,197.8,8.6,4.2
2134,2014,Manitoba,NOC skill level D: on-the-job training is usually provided for these occupations,74.8,69.4,5.4,7.2
2135,2014,Manitoba, Unclassified,13.7,-,13.7,100
2136,2014,Saskatchewan,"Total, all occupations - All skills level",593.7,570.9,22.8,3.8
2137,2014,Saskatchewan, Management,76.5,75.9,0.5,0.7
2138,2014,Saskatchewan,Professional: occupations usually require university education,85.4,84.3,1.2,1.4
2139,2014,Saskatchewan,NOC skill level B: occupations usually require college education or apprenticeship training,200.3,195.7,4.6,2.3
2140,2014,Saskatchewan,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,159.4,153.3,6.1,3.8
2141,2014,Saskatchewan,NOC skill level D: on-the-job training is usually provided for these occupations,65.6,61.8,3.9,5.9
2142,2014,Saskatchewan, Unclassified,6.6,-,6.6,100
2143,2014,Alberta,"Total, all occupations - All skills level",2386.2,2274.6,111.7,4.7
2144,2014,Alberta, Management,226.9,225,1.9,0.8
2145,2014,Alberta,Professional: occupations usually require university education,388.3,381.7,6.6,1.7
2146,2014,Alberta,NOC skill level B: occupations usually require college education or apprenticeship training,874.3,849.7,24.6,2.8
2147,2014,Alberta,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,619.8,593.5,26.3,4.2
2148,2014,Alberta,NOC skill level D: on-the-job training is usually provided for these occupations,240.7,224.7,15.9,6.6
2149,2014,Alberta, Unclassified,36.4,-,36.4,100
2150,2014,British Columbia,"Total, all occupations - All skills level",2425.4,2278.4,146.9,6.1
2151,2014,British Columbia, Management,193.8,191.2,2.6,1.3
2152,2014,British Columbia,Professional: occupations usually require university education,422,413.7,8.3,2
2153,2014,British Columbia,NOC skill level B: occupations usually require college education or apprenticeship training,802.1,775.7,26.5,3.3
2154,2014,British Columbia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,677.9,648.2,29.7,4.4
2155,2014,British Columbia,NOC skill level D: on-the-job training is usually provided for these occupations,271.3,249.7,21.6,8
2156,2014,British Columbia, Unclassified,58.3,-,58.3,100
2157,2015,Canada,"Total, all occupations - All skills level",19278,17946.6,1331.4,6.9
2158,2015,Canada, Management,1653.9,1625,28.9,1.7
2159,2015,Canada,Professional: occupations usually require university education,3613.3,3536.3,77,2.1
2160,2015,Canada,NOC skill level B: occupations usually require college education or apprenticeship training,6185.6,5914.6,271,4.4
2161,2015,Canada,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,5236.2,4949.3,286.9,5.5
2162,2015,Canada,NOC skill level D: on-the-job training is usually provided for these occupations,2097.6,1921.5,176.1,8.4
2163,2015,Canada, Unclassified,491.6,-,491.6,100
2164,2015,Newfoundland and Labrador,"Total, all occupations - All skills level",270.8,236.2,34.7,12.8
2165,2015,Newfoundland and Labrador, Management,17,16.6,0,0
2166,2015,Newfoundland and Labrador,Professional: occupations usually require university education,40.5,39.4,1.1,2.7
2167,2015,Newfoundland and Labrador,NOC skill level B: occupations usually require college education or apprenticeship training,95.7,84.2,11.5,12
2168,2015,Newfoundland and Labrador,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,74.9,66.5,8.4,11.2
2169,2015,Newfoundland and Labrador,NOC skill level D: on-the-job training is usually provided for these occupations,36.2,29.5,6.7,18.5
2170,2015,Newfoundland and Labrador, Unclassified,6.7,-,6.7,100
2171,2015,Prince Edward Island,"Total, all occupations - All skills level",81.7,73.2,8.5,10.4
2172,2015,Prince Edward Island, Management,6.9,6.7,0.2,2.9
2173,2015,Prince Edward Island,Professional: occupations usually require university education,12.3,12,0.3,2.4
2174,2015,Prince Edward Island,NOC skill level B: occupations usually require college education or apprenticeship training,25.7,24,1.7,6.6
2175,2015,Prince Edward Island,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,22.8,20.2,2.6,11.4
2176,2015,Prince Edward Island,NOC skill level D: on-the-job training is usually provided for these occupations,12.4,10.3,2.1,16.9
2177,2015,Prince Edward Island, Unclassified,1.6,-,1.6,100
2178,2015,Nova Scotia,"Total, all occupations - All skills level",490.2,448.1,42,8.6
2179,2015,Nova Scotia, Management,36.6,36,0.6,1.6
2180,2015,Nova Scotia,Professional: occupations usually require university education,84,82.2,1.8,2.1
2181,2015,Nova Scotia,NOC skill level B: occupations usually require college education or apprenticeship training,162.4,151.1,11.3,7
2182,2015,Nova Scotia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,133.2,123.4,9.8,7.4
2183,2015,Nova Scotia,NOC skill level D: on-the-job training is usually provided for these occupations,61.9,55.5,6.4,10.3
2184,2015,Nova Scotia, Unclassified,12,-,12,100
2185,2015,New Brunswick,"Total, all occupations - All skills level",390.2,351.8,38.4,9.8
2186,2015,New Brunswick, Management,27.7,27,0.6,2.2
2187,2015,New Brunswick,Professional: occupations usually require university education,59.8,58.5,1.3,2.2
2188,2015,New Brunswick,NOC skill level B: occupations usually require college education or apprenticeship training,125.1,116.3,8.8,7
2189,2015,New Brunswick,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,115.3,104.1,11.2,9.7
2190,2015,New Brunswick,NOC skill level D: on-the-job training is usually provided for these occupations,52.9,45.9,7,13.2
2191,2015,New Brunswick, Unclassified,9.5,-,9.5,100
2192,2015,Quebec,"Total, all occupations - All skills level",4434.2,4097,337.2,7.6
2193,2015,Quebec, Management,360,352.1,7.9,2.2
2194,2015,Quebec,Professional: occupations usually require university education,830.9,812.8,18.1,2.2
2195,2015,Quebec,NOC skill level B: occupations usually require college education or apprenticeship training,1447.6,1373.5,74.1,5.1
2196,2015,Quebec,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1189.9,1115,74.9,6.3
2197,2015,Quebec,NOC skill level D: on-the-job training is usually provided for these occupations,485.7,443.6,42.1,8.7
2198,2015,Quebec, Unclassified,120.1,-,120.1,100
2199,2015,Ontario,"Total, all occupations - All skills level",7426.1,6923.2,502.9,6.8
2200,2015,Ontario, Management,630.9,619.2,11.8,1.9
2201,2015,Ontario,Professional: occupations usually require university education,1531.9,1502.9,29,1.9
2202,2015,Ontario,NOC skill level B: occupations usually require college education or apprenticeship training,2239.8,2155.1,84.7,3.8
2203,2015,Ontario,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,2003.6,1904.4,99.2,5
2204,2015,Ontario,NOC skill level D: on-the-job training is usually provided for these occupations,802.7,741.7,61,7.6
2205,2015,Ontario, Unclassified,217.2,-,217.2,100
2206,2015,Manitoba,"Total, all occupations - All skills level",674.1,636.2,37.9,5.6
2207,2015,Manitoba, Management,58.9,58.3,0.6,1
2208,2015,Manitoba,Professional: occupations usually require university education,109.1,107.1,2,1.8
2209,2015,Manitoba,NOC skill level B: occupations usually require college education or apprenticeship training,205.3,199.3,6,2.9
2210,2015,Manitoba,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,213.6,204.4,9.3,4.4
2211,2015,Manitoba,NOC skill level D: on-the-job training is usually provided for these occupations,72.7,67.1,5.6,7.7
2212,2015,Manitoba, Unclassified,14.4,-,14.4,100
2213,2015,Saskatchewan,"Total, all occupations - All skills level",604.1,573.7,30.4,5
2214,2015,Saskatchewan, Management,75.7,75.2,0.5,0.7
2215,2015,Saskatchewan,Professional: occupations usually require university education,88.8,87.3,1.5,1.7
2216,2015,Saskatchewan,NOC skill level B: occupations usually require college education or apprenticeship training,199.7,191.9,7.8,3.9
